placa,alert_type,severity,details,triggered_at,code,diagnostic_id
PCZ5897,consumption,medium,Consumo cayó 0% y sólo registra 298 L en 30d,2025-07-31T00:00:00,,
S05BKH,consumption,medium,Consumo cayó 0% y sólo registra 357 L en 30d,2025-07-31T00:00:00,,
Y64ANF,consumption,medium,Consumo cayó 0% y sólo registra 334 L en 30d,2025-07-31T00:00:00,,
Z53BEA,consumption,medium,Consumo cayó 0% y sólo registra 439 L en 30d,2025-07-31T00:00:00,,
A-05355-A,enhanced_operations,medium,Ralentí excesivo: 166 eventos (>30),2025-08-29,,
A-05502-A,enhanced_operations,medium,Ralentí excesivo: 154 eventos (>30),2025-08-29,,
A-05503-A,enhanced_operations,medium,Ralentí excesivo: 214 eventos (>30),2025-08-29,,
A-05504-A,enhanced_operations,medium,Ralentí excesivo: 263 eventos (>30),2025-08-29,,
A-05507-A,enhanced_operations,medium,Ralentí excesivo: 280 eventos (>30),2025-08-29,,
A-05355-A,enhanced_operations,medium,Ralentí excesivo: 318 eventos (>30),2025-08-30,,
A-05502-A,enhanced_operations,medium,Ralentí excesivo: 279 eventos (>30),2025-08-30,,
A-05503-A,enhanced_operations,medium,Ralentí excesivo: 396 eventos (>30),2025-08-30,,
A-05504-A,enhanced_operations,medium,Ralentí excesivo: 348 eventos (>30),2025-08-30,,
A-05507-A,enhanced_operations,medium,Ralentí excesivo: 778 eventos (>30),2025-08-30,,
A-05355-A,enhanced_operations,medium,Ralentí excesivo: 78 eventos (>30),2025-08-31,,
A-05502-A,enhanced_operations,medium,Ralentí excesivo: 415 eventos (>30),2025-08-31,,
A-05503-A,enhanced_operations,medium,Ralentí excesivo: 552 eventos (>30),2025-08-31,,
A-05504-A,enhanced_operations,medium,Ralentí excesivo: 416 eventos (>30),2025-08-31,,
A-05507-A,enhanced_operations,medium,Ralentí excesivo: 525 eventos (>30),2025-08-31,,
A-05355-A,enhanced_operations,medium,Ralentí excesivo: 475 eventos (>30),2025-09-01,,
A-05502-A,enhanced_operations,medium,Ralentí excesivo: 1016 eventos (>30),2025-09-01,,
A-05503-A,enhanced_operations,medium,Ralentí excesivo: 450 eventos (>30),2025-09-01,,
A-05504-A,enhanced_operations,medium,Ralentí excesivo: 349 eventos (>30),2025-09-01,,
A-05507-A,enhanced_operations,medium,Ralentí excesivo: 524 eventos (>30),2025-09-01,,
A-05355-A,enhanced_operations,medium,Ralentí excesivo: 418 eventos (>30),2025-09-02,,
A-05502-A,enhanced_operations,medium,Ralentí excesivo: 682 eventos (>30),2025-09-02,,
A-05503-A,enhanced_operations,medium,Ralentí excesivo: 458 eventos (>30),2025-09-02,,
A-05504-A,enhanced_operations,medium,Ralentí excesivo: 339 eventos (>30),2025-09-02,,
A-05507-A,enhanced_operations,medium,Ralentí excesivo: 425 eventos (>30),2025-09-02,,
A-05355-A,enhanced_operations,medium,Ralentí excesivo: 258 eventos (>30),2025-09-03,,
A-05502-A,enhanced_operations,medium,Ralentí excesivo: 584 eventos (>30),2025-09-03,,
A-05503-A,enhanced_operations,medium,Ralentí excesivo: 352 eventos (>30),2025-09-03,,
A-05504-A,enhanced_operations,medium,Ralentí excesivo: 354 eventos (>30),2025-09-03,,
A-05507-A,enhanced_operations,medium,Ralentí excesivo: 474 eventos (>30),2025-09-03,,
A-05355-A,enhanced_operations,medium,Ralentí excesivo: 222 eventos (>30),2025-09-04,,
A-05502-A,enhanced_operations,medium,Ralentí excesivo: 594 eventos (>30),2025-09-04,,
A-05503-A,enhanced_operations,medium,Ralentí excesivo: 326 eventos (>30),2025-09-04,,
A-05504-A,enhanced_operations,medium,Ralentí excesivo: 383 eventos (>30),2025-09-04,,
A-05507-A,enhanced_operations,medium,Ralentí excesivo: 436 eventos (>30),2025-09-04,,
A-05502-A,enhanced_operations,medium,Ralentí excesivo: 753 eventos (>30),2025-09-05,,
A-05503-A,enhanced_operations,medium,Ralentí excesivo: 1024 eventos (>30),2025-09-05,,
A-05504-A,enhanced_operations,medium,Ralentí excesivo: 479 eventos (>30),2025-09-05,,
A-05507-A,enhanced_operations,medium,Ralentí excesivo: 731 eventos (>30),2025-09-05,,
A-05502-A,enhanced_operations,medium,Ralentí excesivo: 554 eventos (>30),2025-09-06,,
A-05503-A,enhanced_operations,medium,Ralentí excesivo: 348 eventos (>30),2025-09-06,,
A-05504-A,enhanced_operations,medium,Ralentí excesivo: 280 eventos (>30),2025-09-06,,
A-05507-A,enhanced_operations,medium,Ralentí excesivo: 635 eventos (>30),2025-09-06,,
A-05503-A,enhanced_operations,medium,Ralentí excesivo: 299 eventos (>30),2025-09-07,,
A-05504-A,enhanced_operations,medium,Ralentí excesivo: 327 eventos (>30),2025-09-07,,
A-05507-A,enhanced_operations,medium,Ralentí excesivo: 571 eventos (>30),2025-09-07,,
A-05502-A,enhanced_operations,medium,Ralentí excesivo: 851 eventos (>30),2025-09-08,,
A-05503-A,enhanced_operations,medium,Ralentí excesivo: 673 eventos (>30),2025-09-08,,
A-05504-A,enhanced_operations,medium,Ralentí excesivo: 378 eventos (>30),2025-09-08,,
A-05507-A,enhanced_operations,medium,Ralentí excesivo: 550 eventos (>30),2025-09-08,,
A-05502-A,enhanced_operations,medium,Ralentí excesivo: 893 eventos (>30),2025-09-09,,
A-05503-A,enhanced_operations,medium,Ralentí excesivo: 470 eventos (>30),2025-09-09,,
A-05507-A,enhanced_operations,medium,Ralentí excesivo: 402 eventos (>30),2025-09-09,,
A-05502-A,enhanced_operations,medium,Ralentí excesivo: 734 eventos (>30),2025-09-10,,
A-05503-A,enhanced_operations,medium,Ralentí excesivo: 430 eventos (>30),2025-09-10,,
A-05504-A,enhanced_operations,medium,Ralentí excesivo: 338 eventos (>30),2025-09-10,,
A-05507-A,enhanced_operations,medium,Ralentí excesivo: 405 eventos (>30),2025-09-10,,
A-05502-A,enhanced_operations,medium,Ralentí excesivo: 657 eventos (>30),2025-09-11,,
A-05503-A,enhanced_operations,medium,Ralentí excesivo: 780 eventos (>30),2025-09-11,,
A-05504-A,enhanced_operations,medium,Ralentí excesivo: 362 eventos (>30),2025-09-11,,
A-05507-A,enhanced_operations,medium,Ralentí excesivo: 564 eventos (>30),2025-09-11,,
A-05502-A,enhanced_operations,medium,Ralentí excesivo: 779 eventos (>30),2025-09-12,,
A-05503-A,enhanced_operations,medium,Ralentí excesivo: 549 eventos (>30),2025-09-12,,
A-05504-A,enhanced_operations,medium,Ralentí excesivo: 402 eventos (>30),2025-09-12,,
A-05507-A,enhanced_operations,medium,Ralentí excesivo: 650 eventos (>30),2025-09-12,,
A-05508-A,enhanced_operations,medium,Ralentí excesivo: 503 eventos (>30),2025-09-12,,
 A-05501-A,enhanced_operations,medium,Ralentí excesivo: 117 eventos (>30),2025-09-13,,
A-05502-A,enhanced_operations,medium,Ralentí excesivo: 544 eventos (>30),2025-09-13,,
A-05503-A,enhanced_operations,medium,Ralentí excesivo: 270 eventos (>30),2025-09-13,,
A-05504-A,enhanced_operations,medium,Ralentí excesivo: 331 eventos (>30),2025-09-13,,
A-05507-A,enhanced_operations,medium,Ralentí excesivo: 839 eventos (>30),2025-09-13,,
A-05508-A,enhanced_operations,medium,Ralentí excesivo: 777 eventos (>30),2025-09-13,,
 A-05501-A,enhanced_operations,medium,Ralentí excesivo: 298 eventos (>30),2025-09-14,,
A-05502-A,enhanced_operations,medium,Ralentí excesivo: 202 eventos (>30),2025-09-14,,
A-05503-A,enhanced_operations,medium,Ralentí excesivo: 268 eventos (>30),2025-09-14,,
A-05504-A,enhanced_operations,medium,Ralentí excesivo: 336 eventos (>30),2025-09-14,,
A-05507-A,enhanced_operations,medium,Ralentí excesivo: 359 eventos (>30),2025-09-14,,
A-05508-A,enhanced_operations,medium,Ralentí excesivo: 228 eventos (>30),2025-09-14,,
 A-05501-A,enhanced_operations,medium,Ralentí excesivo: 430 eventos (>30),2025-09-15,,
A-05502-A,enhanced_operations,medium,Ralentí excesivo: 726 eventos (>30),2025-09-15,,
A-05503-A,enhanced_operations,medium,Ralentí excesivo: 399 eventos (>30),2025-09-15,,
A-05504-A,enhanced_operations,medium,Ralentí excesivo: 364 eventos (>30),2025-09-15,,
A-05507-A,enhanced_operations,medium,Ralentí excesivo: 594 eventos (>30),2025-09-15,,
A-05508-A,enhanced_operations,medium,Ralentí excesivo: 691 eventos (>30),2025-09-15,,
 A-05501-A,enhanced_operations,medium,Ralentí excesivo: 366 eventos (>30),2025-09-16,,
A-05502-A,enhanced_operations,medium,Ralentí excesivo: 759 eventos (>30),2025-09-16,,
A-05503-A,enhanced_operations,medium,Ralentí excesivo: 231 eventos (>30),2025-09-16,,
A-05504-A,enhanced_operations,medium,Ralentí excesivo: 203 eventos (>30),2025-09-16,,
A-05507-A,enhanced_operations,medium,Ralentí excesivo: 353 eventos (>30),2025-09-16,,
A-05508-A,enhanced_operations,medium,Ralentí excesivo: 326 eventos (>30),2025-09-16,,
 A-05501-A,enhanced_operations,medium,Ralentí excesivo: 388 eventos (>30),2025-09-17,,
A-05502-A,enhanced_operations,medium,Ralentí excesivo: 277 eventos (>30),2025-09-17,,
A-05503-A,enhanced_operations,medium,Ralentí excesivo: 400 eventos (>30),2025-09-17,,
A-05504-A,enhanced_operations,medium,Ralentí excesivo: 258 eventos (>30),2025-09-17,,
A-05507-A,enhanced_operations,medium,Ralentí excesivo: 459 eventos (>30),2025-09-17,,
A-05508-A,enhanced_operations,medium,Ralentí excesivo: 678 eventos (>30),2025-09-17,,
 A-05501-A,enhanced_operations,medium,Ralentí excesivo: 411 eventos (>30),2025-09-18,,
A-05502-A,enhanced_operations,medium,Ralentí excesivo: 763 eventos (>30),2025-09-18,,
A-05503-A,enhanced_operations,medium,Ralentí excesivo: 524 eventos (>30),2025-09-18,,
A-05504-A,enhanced_operations,medium,Ralentí excesivo: 389 eventos (>30),2025-09-18,,
A-05507-A,enhanced_operations,medium,Ralentí excesivo: 488 eventos (>30),2025-09-18,,
A-05508-A,enhanced_operations,medium,Ralentí excesivo: 669 eventos (>30),2025-09-18,,
 A-05501-A,enhanced_operations,medium,Ralentí excesivo: 438 eventos (>30),2025-09-19,,
A-05502-A,enhanced_operations,medium,Ralentí excesivo: 723 eventos (>30),2025-09-19,,
A-05503-A,enhanced_operations,medium,Ralentí excesivo: 451 eventos (>30),2025-09-19,,
A-05504-A,enhanced_operations,medium,Ralentí excesivo: 434 eventos (>30),2025-09-19,,
A-05507-A,enhanced_operations,medium,Ralentí excesivo: 586 eventos (>30),2025-09-19,,
A-05508-A,enhanced_operations,medium,Ralentí excesivo: 738 eventos (>30),2025-09-19,,
 A-05501-A,enhanced_operations,medium,Ralentí excesivo: 465 eventos (>30),2025-09-20,,
A-05502-A,enhanced_operations,medium,Ralentí excesivo: 689 eventos (>30),2025-09-20,,
A-05503-A,enhanced_operations,medium,Ralentí excesivo: 362 eventos (>30),2025-09-20,,
A-05504-A,enhanced_operations,medium,Ralentí excesivo: 448 eventos (>30),2025-09-20,,
A-05507-A,enhanced_operations,medium,Ralentí excesivo: 775 eventos (>30),2025-09-20,,
 A-05501-A,enhanced_operations,medium,Ralentí excesivo: 226 eventos (>30),2025-09-21,,
A-05502-A,enhanced_operations,medium,Ralentí excesivo: 461 eventos (>30),2025-09-21,,
A-05504-A,enhanced_operations,medium,Ralentí excesivo: 197 eventos (>30),2025-09-21,,
A-05507-A,enhanced_operations,medium,Ralentí excesivo: 434 eventos (>30),2025-09-21,,
A-05508-A,enhanced_operations,medium,Ralentí excesivo: 146 eventos (>30),2025-09-21,,
 A-05501-A,enhanced_operations,medium,Ralentí excesivo: 379 eventos (>30),2025-09-22,,
A-05502-A,enhanced_operations,medium,Ralentí excesivo: 725 eventos (>30),2025-09-22,,
A-05503-A,enhanced_operations,medium,Ralentí excesivo: 579 eventos (>30),2025-09-22,,
A-05507-A,enhanced_operations,medium,Ralentí excesivo: 511 eventos (>30),2025-09-22,,
A-05508-A,enhanced_operations,medium,Ralentí excesivo: 550 eventos (>30),2025-09-22,,
 A-05501-A,enhanced_operations,medium,Ralentí excesivo: 371 eventos (>30),2025-09-23,,
A-05502-A,enhanced_operations,medium,Ralentí excesivo: 680 eventos (>30),2025-09-23,,
A-05503-A,enhanced_operations,medium,Ralentí excesivo: 655 eventos (>30),2025-09-23,,
A-05504-A,enhanced_operations,medium,Ralentí excesivo: 372 eventos (>30),2025-09-23,,
A-05507-A,enhanced_operations,medium,Ralentí excesivo: 445 eventos (>30),2025-09-23,,
A-05508-A,enhanced_operations,medium,Ralentí excesivo: 601 eventos (>30),2025-09-23,,
 A-05501-A,enhanced_operations,medium,Ralentí excesivo: 373 eventos (>30),2025-09-24,,
A-05502-A,enhanced_operations,medium,Ralentí excesivo: 740 eventos (>30),2025-09-24,,
A-05503-A,enhanced_operations,medium,Ralentí excesivo: 445 eventos (>30),2025-09-24,,
A-05504-A,enhanced_operations,medium,Ralentí excesivo: 300 eventos (>30),2025-09-24,,
A-05507-A,enhanced_operations,medium,Ralentí excesivo: 469 eventos (>30),2025-09-24,,
A-05508-A,enhanced_operations,medium,Ralentí excesivo: 803 eventos (>30),2025-09-24,,
 A-05501-A,enhanced_operations,medium,Ralentí excesivo: 484 eventos (>30),2025-09-25,,
A-05502-A,enhanced_operations,medium,Ralentí excesivo: 777 eventos (>30),2025-09-25,,
A-05503-A,enhanced_operations,medium,Ralentí excesivo: 327 eventos (>30),2025-09-25,,
A-05507-A,enhanced_operations,medium,Ralentí excesivo: 423 eventos (>30),2025-09-25,,
A-05508-A,enhanced_operations,medium,Ralentí excesivo: 837 eventos (>30),2025-09-25,,
 A-05501-A,enhanced_operations,medium,Ralentí excesivo: 515 eventos (>30),2025-09-26,,
A-05502-A,enhanced_operations,medium,Ralentí excesivo: 703 eventos (>30),2025-09-26,,
A-05503-A,enhanced_operations,medium,Ralentí excesivo: 443 eventos (>30),2025-09-26,,
A-05504-A,enhanced_operations,medium,Ralentí excesivo: 421 eventos (>30),2025-09-26,,
A-05507-A,enhanced_operations,medium,Ralentí excesivo: 636 eventos (>30),2025-09-26,,
A-05508-A,enhanced_operations,medium,Ralentí excesivo: 682 eventos (>30),2025-09-26,,
 A-05501-A,enhanced_operations,medium,Ralentí excesivo: 526 eventos (>30),2025-09-27,,
A-05502-A,enhanced_operations,medium,Ralentí excesivo: 780 eventos (>30),2025-09-27,,
A-05503-A,enhanced_operations,medium,Ralentí excesivo: 446 eventos (>30),2025-09-27,,
A-05504-A,enhanced_operations,medium,Ralentí excesivo: 423 eventos (>30),2025-09-27,,
A-05507-A,enhanced_operations,medium,Ralentí excesivo: 761 eventos (>30),2025-09-27,,
A-05508-A,enhanced_operations,medium,Ralentí excesivo: 588 eventos (>30),2025-09-27,,
 A-05501-A,enhanced_operations,medium,Ralentí excesivo: 495 eventos (>30),2025-09-28,,
A-05502-A,enhanced_operations,medium,Ralentí excesivo: 418 eventos (>30),2025-09-28,,
A-05503-A,enhanced_operations,medium,Ralentí excesivo: 241 eventos (>30),2025-09-28,,
A-05504-A,enhanced_operations,medium,Ralentí excesivo: 222 eventos (>30),2025-09-28,,
A-05508-A,enhanced_operations,medium,Ralentí excesivo: 202 eventos (>30),2025-09-28,,
 A-05501-A,enhanced_operations,medium,Ralentí excesivo: 412 eventos (>30),2025-09-29,,
A-05502-A,enhanced_operations,medium,Ralentí excesivo: 826 eventos (>30),2025-09-29,,
A-05503-A,enhanced_operations,medium,Ralentí excesivo: 444 eventos (>30),2025-09-29,,
A-05504-A,enhanced_operations,medium,Ralentí excesivo: 357 eventos (>30),2025-09-29,,
A-05507-A,enhanced_operations,medium,Ralentí excesivo: 547 eventos (>30),2025-09-29,,
A-05508-A,enhanced_operations,medium,Ralentí excesivo: 633 eventos (>30),2025-09-29,,
 A-05501-A,enhanced_operations,medium,Ralentí excesivo: 350 eventos (>30),2025-09-30,,
A-05504-A,enhanced_operations,medium,Ralentí excesivo: 367 eventos (>30),2025-09-30,,
A-05507-A,enhanced_operations,medium,Ralentí excesivo: 397 eventos (>30),2025-09-30,,
A-05508-A,enhanced_operations,medium,Ralentí excesivo: 754 eventos (>30),2025-09-30,,
 A-05501-A,enhanced_operations,medium,Ralentí excesivo: 525 eventos (>30),2025-10-01,,
A-05355-A,enhanced_operations,medium,Ralentí excesivo: 48 eventos (>30),2025-10-01,,
A-05502-A,enhanced_operations,medium,Ralentí excesivo: 690 eventos (>30),2025-10-01,,
A-05503-A,enhanced_operations,medium,Ralentí excesivo: 500 eventos (>30),2025-10-01,,
A-05507-A,enhanced_operations,medium,Ralentí excesivo: 392 eventos (>30),2025-10-01,,
A-05508-A,enhanced_operations,medium,Ralentí excesivo: 700 eventos (>30),2025-10-01,,
 A-05501-A,enhanced_operations,medium,Ralentí excesivo: 467 eventos (>30),2025-10-02,,
A-05355-A,enhanced_operations,medium,Ralentí excesivo: 122 eventos (>30),2025-10-02,,
A-05502-A,enhanced_operations,medium,Ralentí excesivo: 785 eventos (>30),2025-10-02,,
A-05503-A,enhanced_operations,medium,Ralentí excesivo: 425 eventos (>30),2025-10-02,,
A-05504-A,enhanced_operations,medium,Ralentí excesivo: 322 eventos (>30),2025-10-02,,
A-05507-A,enhanced_operations,medium,Ralentí excesivo: 717 eventos (>30),2025-10-02,,
A-05508-A,enhanced_operations,medium,Ralentí excesivo: 656 eventos (>30),2025-10-02,,
 A-05501-A,enhanced_operations,medium,Ralentí excesivo: 469 eventos (>30),2025-10-03,,
A-05504-A,enhanced_operations,medium,Ralentí excesivo: 428 eventos (>30),2025-10-03,,
A-05507-A,enhanced_operations,medium,Ralentí excesivo: 850 eventos (>30),2025-10-03,,
A-05508-A,enhanced_operations,medium,Ralentí excesivo: 628 eventos (>30),2025-10-03,,
 A-05501-A,enhanced_operations,medium,Ralentí excesivo: 393 eventos (>30),2025-10-04,,
A-05355-A,enhanced_operations,medium,Ralentí excesivo: 43 eventos (>30),2025-10-04,,
A-05502-A,enhanced_operations,medium,Ralentí excesivo: 497 eventos (>30),2025-10-04,,
A-05503-A,enhanced_operations,medium,Ralentí excesivo: 339 eventos (>30),2025-10-04,,
A-05507-A,enhanced_operations,medium,Ralentí excesivo: 467 eventos (>30),2025-10-04,,
A-05508-A,enhanced_operations,medium,Ralentí excesivo: 428 eventos (>30),2025-10-04,,
 A-05501-A,enhanced_operations,medium,Ralentí excesivo: 328 eventos (>30),2025-10-05,,
A-05355-A,enhanced_operations,medium,Ralentí excesivo: 45 eventos (>30),2025-10-05,,
A-05502-A,enhanced_operations,medium,Ralentí excesivo: 76 eventos (>30),2025-10-05,,
A-05503-A,enhanced_operations,medium,Ralentí excesivo: 261 eventos (>30),2025-10-05,,
A-05504-A,enhanced_operations,medium,Ralentí excesivo: 399 eventos (>30),2025-10-05,,
A-05507-A,enhanced_operations,medium,Ralentí excesivo: 667 eventos (>30),2025-10-05,,
A-05508-A,enhanced_operations,medium,Ralentí excesivo: 172 eventos (>30),2025-10-05,,
A-05355-A,enhanced_operations,medium,Ralentí excesivo: 117 eventos (>30),2025-10-06,,
A-05503-A,enhanced_operations,medium,Ralentí excesivo: 405 eventos (>30),2025-10-06,,
A-05507-A,enhanced_operations,medium,Ralentí excesivo: 503 eventos (>30),2025-10-06,,
A-05508-A,enhanced_operations,medium,Ralentí excesivo: 514 eventos (>30),2025-10-06,,
 A-05501-A,enhanced_operations,medium,Ralentí excesivo: 453 eventos (>30),2025-10-07,,
A-05355-A,enhanced_operations,medium,Ralentí excesivo: 327 eventos (>30),2025-10-07,,
A-05502-A,enhanced_operations,medium,Ralentí excesivo: 861 eventos (>30),2025-10-07,,
A-05504-A,enhanced_operations,medium,Ralentí excesivo: 355 eventos (>30),2025-10-07,,
A-05507-A,enhanced_operations,medium,Ralentí excesivo: 422 eventos (>30),2025-10-07,,
A-05508-A,enhanced_operations,medium,Ralentí excesivo: 720 eventos (>30),2025-10-07,,
 A-05501-A,enhanced_operations,medium,Ralentí excesivo: 399 eventos (>30),2025-10-08,,
A-05355-A,enhanced_operations,medium,Ralentí excesivo: 277 eventos (>30),2025-10-08,,
A-05502-A,enhanced_operations,medium,Ralentí excesivo: 806 eventos (>30),2025-10-08,,
A-05503-A,enhanced_operations,medium,Ralentí excesivo: 424 eventos (>30),2025-10-08,,
A-05504-A,enhanced_operations,medium,Ralentí excesivo: 407 eventos (>30),2025-10-08,,
A-05508-A,enhanced_operations,medium,Ralentí excesivo: 608 eventos (>30),2025-10-08,,
 A-05501-A,enhanced_operations,medium,Ralentí excesivo: 419 eventos (>30),2025-10-09,,
A-05355-A,enhanced_operations,medium,Ralentí excesivo: 300 eventos (>30),2025-10-09,,
A-05502-A,enhanced_operations,medium,Ralentí excesivo: 708 eventos (>30),2025-10-09,,
A-05504-A,enhanced_operations,medium,Ralentí excesivo: 333 eventos (>30),2025-10-09,,
A-05508-A,enhanced_operations,medium,Ralentí excesivo: 543 eventos (>30),2025-10-09,,
 A-05501-A,enhanced_operations,medium,Ralentí excesivo: 534 eventos (>30),2025-10-10,,
A-05355-A,enhanced_operations,medium,Ralentí excesivo: 299 eventos (>30),2025-10-10,,
A-05502-A,enhanced_operations,medium,Ralentí excesivo: 709 eventos (>30),2025-10-10,,
A-05504-A,enhanced_operations,medium,Ralentí excesivo: 440 eventos (>30),2025-10-10,,
A-05508-A,enhanced_operations,medium,Ralentí excesivo: 634 eventos (>30),2025-10-10,,
 A-05501-A,enhanced_operations,medium,Ralentí excesivo: 491 eventos (>30),2025-10-11,,
A-05355-A,enhanced_operations,medium,Ralentí excesivo: 347 eventos (>30),2025-10-11,,
A-05502-A,enhanced_operations,medium,Ralentí excesivo: 465 eventos (>30),2025-10-11,,
A-05503-A,enhanced_operations,medium,Ralentí excesivo: 193 eventos (>30),2025-10-11,,
A-05504-A,enhanced_operations,medium,Ralentí excesivo: 436 eventos (>30),2025-10-11,,
A-05508-A,enhanced_operations,medium,Ralentí excesivo: 572 eventos (>30),2025-10-11,,
 A-05501-A,enhanced_operations,medium,Ralentí excesivo: 394 eventos (>30),2025-10-12,,
A-05355-A,enhanced_operations,medium,Ralentí excesivo: 481 eventos (>30),2025-10-12,,
A-05502-A,enhanced_operations,medium,Ralentí excesivo: 770 eventos (>30),2025-10-12,,
A-05503-A,enhanced_operations,medium,Ralentí excesivo: 216 eventos (>30),2025-10-12,,
A-05504-A,enhanced_operations,medium,Ralentí excesivo: 347 eventos (>30),2025-10-12,,
 A-05501-A,enhanced_operations,medium,Ralentí excesivo: 487 eventos (>30),2025-10-13,,
A-05502-A,enhanced_operations,medium,Ralentí excesivo: 837 eventos (>30),2025-10-13,,
A-05503-A,enhanced_operations,medium,Ralentí excesivo: 512 eventos (>30),2025-10-13,,
A-05504-A,enhanced_operations,medium,Ralentí excesivo: 363 eventos (>30),2025-10-13,,
A-05508-A,enhanced_operations,medium,Ralentí excesivo: 659 eventos (>30),2025-10-13,,
 A-05501-A,enhanced_operations,medium,Ralentí excesivo: 374 eventos (>30),2025-10-14,,
A-05355-A,enhanced_operations,medium,Ralentí excesivo: 284 eventos (>30),2025-10-14,,
A-05502-A,enhanced_operations,medium,Ralentí excesivo: 314 eventos (>30),2025-10-14,,
A-05503-A,enhanced_operations,medium,Ralentí excesivo: 436 eventos (>30),2025-10-14,,
A-05508-A,enhanced_operations,medium,Ralentí excesivo: 935 eventos (>30),2025-10-14,,
 A-05501-A,enhanced_operations,medium,Ralentí excesivo: 451 eventos (>30),2025-10-15,,
A-05355-A,enhanced_operations,medium,Ralentí excesivo: 170 eventos (>30),2025-10-15,,
A-05502-A,enhanced_operations,medium,Ralentí excesivo: 751 eventos (>30),2025-10-15,,
A-05503-A,enhanced_operations,medium,Ralentí excesivo: 462 eventos (>30),2025-10-15,,
A-05508-A,enhanced_operations,medium,Ralentí excesivo: 595 eventos (>30),2025-10-15,,
 A-05501-A,enhanced_operations,medium,Ralentí excesivo: 365 eventos (>30),2025-10-16,,
A-05355-A,enhanced_operations,medium,Ralentí excesivo: 298 eventos (>30),2025-10-16,,
A-05502-A,enhanced_operations,medium,Ralentí excesivo: 811 eventos (>30),2025-10-16,,
A-05503-A,enhanced_operations,medium,Ralentí excesivo: 409 eventos (>30),2025-10-16,,
A-05504-A,enhanced_operations,medium,Ralentí excesivo: 400 eventos (>30),2025-10-16,,
A-05508-A,enhanced_operations,medium,Ralentí excesivo: 723 eventos (>30),2025-10-16,,
 A-05501-A,enhanced_operations,medium,Ralentí excesivo: 529 eventos (>30),2025-10-17,,
A-05355-A,enhanced_operations,medium,Ralentí excesivo: 378 eventos (>30),2025-10-17,,
A-05502-A,enhanced_operations,medium,Ralentí excesivo: 721 eventos (>30),2025-10-17,,
A-05503-A,enhanced_operations,medium,Ralentí excesivo: 534 eventos (>30),2025-10-17,,
A-05504-A,enhanced_operations,medium,Ralentí excesivo: 510 eventos (>30),2025-10-17,,
A-05508-A,enhanced_operations,medium,Ralentí excesivo: 649 eventos (>30),2025-10-17,,
 A-05501-A,enhanced_operations,medium,Ralentí excesivo: 381 eventos (>30),2025-10-18,,
A-05355-A,enhanced_operations,medium,Ralentí excesivo: 282 eventos (>30),2025-10-18,,
A-05502-A,enhanced_operations,medium,Ralentí excesivo: 717 eventos (>30),2025-10-18,,
A-05503-A,enhanced_operations,medium,Ralentí excesivo: 381 eventos (>30),2025-10-18,,
A-05504-A,enhanced_operations,medium,Ralentí excesivo: 374 eventos (>30),2025-10-18,,
A-05508-A,enhanced_operations,medium,Ralentí excesivo: 584 eventos (>30),2025-10-18,,
 A-05501-A,enhanced_operations,medium,Ralentí excesivo: 360 eventos (>30),2025-10-19,,
A-05355-A,enhanced_operations,medium,Ralentí excesivo: 259 eventos (>30),2025-10-19,,
A-05502-A,enhanced_operations,medium,Ralentí excesivo: 678 eventos (>30),2025-10-19,,
A-05504-A,enhanced_operations,medium,Ralentí excesivo: 289 eventos (>30),2025-10-19,,
A-05508-A,enhanced_operations,medium,Ralentí excesivo: 101 eventos (>30),2025-10-19,,
 A-05501-A,enhanced_operations,medium,Ralentí excesivo: 398 eventos (>30),2025-10-20,,
A-05355-A,enhanced_operations,medium,Ralentí excesivo: 296 eventos (>30),2025-10-20,,
A-05502-A,enhanced_operations,medium,Ralentí excesivo: 824 eventos (>30),2025-10-20,,
A-05503-A,enhanced_operations,medium,Ralentí excesivo: 440 eventos (>30),2025-10-20,,
A-05504-A,enhanced_operations,medium,Ralentí excesivo: 369 eventos (>30),2025-10-20,,
A-05508-A,enhanced_operations,medium,Ralentí excesivo: 598 eventos (>30),2025-10-20,,
 A-05501-A,enhanced_operations,medium,Ralentí excesivo: 352 eventos (>30),2025-10-21,,
A-05355-A,enhanced_operations,medium,Ralentí excesivo: 468 eventos (>30),2025-10-21,,
A-05502-A,enhanced_operations,medium,Ralentí excesivo: 641 eventos (>30),2025-10-21,,
A-05504-A,enhanced_operations,medium,Ralentí excesivo: 395 eventos (>30),2025-10-21,,
A-05508-A,enhanced_operations,medium,Ralentí excesivo: 635 eventos (>30),2025-10-21,,
 A-05501-A,enhanced_operations,medium,Ralentí excesivo: 421 eventos (>30),2025-10-22,,
A-05355-A,enhanced_operations,medium,Ralentí excesivo: 449 eventos (>30),2025-10-22,,
A-05502-A,enhanced_operations,medium,Ralentí excesivo: 685 eventos (>30),2025-10-22,,
A-05503-A,enhanced_operations,medium,Ralentí excesivo: 491 eventos (>30),2025-10-22,,
A-05508-A,enhanced_operations,medium,Ralentí excesivo: 642 eventos (>30),2025-10-22,,
 A-05501-A,enhanced_operations,medium,Ralentí excesivo: 369 eventos (>30),2025-10-23,,
A-05502-A,enhanced_operations,medium,Ralentí excesivo: 831 eventos (>30),2025-10-23,,
A-05503-A,enhanced_operations,medium,Ralentí excesivo: 437 eventos (>30),2025-10-23,,
