placa,alert_type,severity,details,triggered_at,code,diagnostic_id
PEK2124,downtime,high,373.1 h sin movimiento en 30d | Cobertura 14d: 0.00,2025-07-29T00:00:00,,
PEM2390,downtime,high,276.3 h sin movimiento en 30d | Cobertura 14d: 0.23,2025-07-29T00:00:00,,
PEU5630,downtime,high,247.7 h sin movimiento en 30d | Cobertura 14d: 0.21,2025-07-29T00:00:00,,
W92AMJ,downtime,high,263.2 h sin movimiento en 30d | Cobertura 14d: 0.26,2025-07-29T00:00:00,,
W969409,downtime,high,201.6 h sin movimiento en 30d | Cobertura 14d: 1.00,2025-07-29T00:00:00,,
1704EDM001,downtime,high,272.8 h sin movimiento en 30d | Cobertura 14d: 0.17,2025-07-30T00:00:00,,
5480JES,downtime,high,247.0 h sin movimiento en 30d | Cobertura 14d: 0.35,2025-07-30T00:00:00,,
770957J,downtime,high,123.7 h sin movimiento en 30d | Cobertura 14d: 0.66,2025-07-30T00:00:00,,
A0050B,downtime,high,295.7 h sin movimiento en 30d | Cobertura 14d: 0.18,2025-07-30T00:00:00,,
A0050B,downtime,high,419.5 h sin movimiento en 30d | Cobertura 14d: 0.00,2025-07-30T00:00:00,,
A02362A,downtime,high,164.1 h sin movimiento en 30d | Cobertura 14d: 0.51,2025-07-30T00:00:00,,
A03951A,downtime,high,314.3 h sin movimiento en 30d | Cobertura 14d: 0.42,2025-07-30T00:00:00,,
A03992A,downtime,high,196.2 h sin movimiento en 30d | Cobertura 14d: 0.48,2025-07-30T00:00:00,,
A04151A,downtime,high,189.0 h sin movimiento en 30d | Cobertura 14d: 0.51,2025-07-30T00:00:00,,
A04214A,downtime,high,181.4 h sin movimiento en 30d | Cobertura 14d: 0.52,2025-07-30T00:00:00,,
A04214A,downtime,high,334.6 h sin movimiento en 30d | Cobertura 14d: 0.29,2025-07-30T00:00:00,,
A04251A,downtime,high,166.5 h sin movimiento en 30d | Cobertura 14d: 0.51,2025-07-30T00:00:00,,
A04254A,downtime,high,262.9 h sin movimiento en 30d | Cobertura 14d: 0.29,2025-07-30T00:00:00,,
A04427A,downtime,high,155.4 h sin movimiento en 30d | Cobertura 14d: 0.54,2025-07-30T00:00:00,,
A04427A,downtime,high,296.5 h sin movimiento en 30d | Cobertura 14d: 0.36,2025-07-30T00:00:00,,
A04427A,downtime,high,275.2 h sin movimiento en 30d | Cobertura 14d: 0.47,2025-07-30T00:00:00,,
A0478C,downtime,high,254.2 h sin movimiento en 30d | Cobertura 14d: 0.31,2025-07-30T00:00:00,,
A05018A,downtime,high,148.3 h sin movimiento en 30d | Cobertura 14d: 0.58,2025-07-30T00:00:00,,
A05018A,downtime,high,338.1 h sin movimiento en 30d | Cobertura 14d: 0.43,2025-07-30T00:00:00,,
A05024A,downtime,high,191.9 h sin movimiento en 30d | Cobertura 14d: 0.53,2025-07-30T00:00:00,,
A0528N,downtime,high,275.9 h sin movimiento en 30d | Cobertura 14d: 0.23,2025-07-30T00:00:00,,
A05432A,downtime,high,193.7 h sin movimiento en 30d | Cobertura 14d: 0.53,2025-07-30T00:00:00,,
A24654E,downtime,high,223.5 h sin movimiento en 30d | Cobertura 14d: 0.45,2025-07-30T00:00:00,,
A26057E,downtime,high,222.8 h sin movimiento en 30d | Cobertura 14d: 0.38,2025-07-30T00:00:00,,
A2835L,downtime,high,289.2 h sin movimiento en 30d | Cobertura 14d: 0.20,2025-07-30T00:00:00,,
A2841C,downtime,high,245.1 h sin movimiento en 30d | Cobertura 14d: 0.36,2025-07-30T00:00:00,,
A28535E,downtime,high,195.9 h sin movimiento en 30d | Cobertura 14d: 0.68,2025-07-30T00:00:00,,
A29015E,downtime,high,192.0 h sin movimiento en 30d | Cobertura 14d: 0.68,2025-07-30T00:00:00,,
A29465E,downtime,high,169.6 h sin movimiento en 30d | Cobertura 14d: 0.54,2025-07-30T00:00:00,,
A3155K,downtime,high,273.8 h sin movimiento en 30d | Cobertura 14d: 0.26,2025-07-30T00:00:00,,
A3625B,downtime,high,264.3 h sin movimiento en 30d | Cobertura 14d: 0.23,2025-07-30T00:00:00,,
A4307J,downtime,high,297.4 h sin movimiento en 30d | Cobertura 14d: 0.15,2025-07-30T00:00:00,,
A4826H,downtime,high,285.0 h sin movimiento en 30d | Cobertura 14d: 0.20,2025-07-30T00:00:00,,
A4826H,downtime,high,455.0 h sin movimiento en 30d | Cobertura 14d: 0.02,2025-07-30T00:00:00,,
A6140E,downtime,high,177.2 h sin movimiento en 30d | Cobertura 14d: 0.21,2025-07-30T00:00:00,,
A6164B,downtime,high,287.6 h sin movimiento en 30d | Cobertura 14d: 0.22,2025-07-30T00:00:00,,
A6274A,downtime,high,270.4 h sin movimiento en 30d | Cobertura 14d: 0.25,2025-07-30T00:00:00,,
A6360C,downtime,high,252.6 h sin movimiento en 30d | Cobertura 14d: 0.30,2025-07-30T00:00:00,,
A6859J,downtime,high,276.4 h sin movimiento en 30d | Cobertura 14d: 0.23,2025-07-30T00:00:00,,
A7360E,downtime,high,261.6 h sin movimiento en 30d | Cobertura 14d: 0.29,2025-07-30T00:00:00,,
A7360E,downtime,high,457.2 h sin movimiento en 30d | Cobertura 14d: 0.12,2025-07-30T00:00:00,,
A77254D,downtime,high,130.3 h sin movimiento en 30d | Cobertura 14d: 0.62,2025-07-30T00:00:00,,
A7874H,downtime,high,279.8 h sin movimiento en 30d | Cobertura 14d: 0.19,2025-07-30T00:00:00,,
A8143L,downtime,high,273.7 h sin movimiento en 30d | Cobertura 14d: 0.25,2025-07-30T00:00:00,,
A8143L,downtime,high,361.1 h sin movimiento en 30d | Cobertura 14d: 0.19,2025-07-30T00:00:00,,
A835JMF,downtime,high,291.3 h sin movimiento en 30d | Cobertura 14d: 0.23,2025-07-30T00:00:00,,
A835JMF,downtime,high,472.3 h sin movimiento en 30d | Cobertura 14d: 0.00,2025-07-30T00:00:00,,
A835JMF,downtime,high,331.4 h sin movimiento en 30d | Cobertura 14d: 0.11,2025-07-30T00:00:00,,
A84130D,downtime,high,130.2 h sin movimiento en 30d | Cobertura 14d: 0.57,2025-07-30T00:00:00,,
A8523D,downtime,high,280.4 h sin movimiento en 30d | Cobertura 14d: 0.25,2025-07-30T00:00:00,,
A8527J,downtime,high,274.9 h sin movimiento en 30d | Cobertura 14d: 0.25,2025-07-30T00:00:00,,
A8527J,downtime,high,398.8 h sin movimiento en 30d | Cobertura 14d: 0.07,2025-07-30T00:00:00,,
A85593D,downtime,high,147.8 h sin movimiento en 30d | Cobertura 14d: 0.69,2025-07-30T00:00:00,,
A8584C,downtime,high,298.0 h sin movimiento en 30d | Cobertura 14d: 0.18,2025-07-30T00:00:00,,
A9255J,downtime,high,271.3 h sin movimiento en 30d | Cobertura 14d: 0.26,2025-07-30T00:00:00,,
A9412C,downtime,high,300.6 h sin movimiento en 30d | Cobertura 14d: 0.14,2025-07-30T00:00:00,,
A9862H,downtime,high,294.4 h sin movimiento en 30d | Cobertura 14d: 0.18,2025-07-30T00:00:00,,
A9976D,downtime,high,318.3 h sin movimiento en 30d | Cobertura 14d: 0.12,2025-07-30T00:00:00,,
A9976D,downtime,high,501.2 h sin movimiento en 30d | Cobertura 14d: 0.00,2025-07-30T00:00:00,,
AEW266B,downtime,high,270.0 h sin movimiento en 30d | Cobertura 14d: 0.25,2025-07-30T00:00:00,,
CR5674,downtime,high,156.7 h sin movimiento en 30d | Cobertura 14d: 1.00,2025-07-30T00:00:00,,
F73AGY,downtime,high,242.8 h sin movimiento en 30d | Cobertura 14d: 0.22,2025-07-30T00:00:00,,
L95BJV,downtime,high,281.8 h sin movimiento en 30d | Cobertura 14d: 0.22,2025-07-30T00:00:00,,
L95BJV,downtime,high,425.7 h sin movimiento en 30d | Cobertura 14d: 0.00,2025-07-30T00:00:00,,
LC33620,downtime,high,219.3 h sin movimiento en 30d | Cobertura 14d: 0.40,2025-07-30T00:00:00,,
LF28206,downtime,high,152.5 h sin movimiento en 30d | Cobertura 14d: 0.34,2025-07-30T00:00:00,,
LHL900C,downtime,high,275.2 h sin movimiento en 30d | Cobertura 14d: 0.23,2025-07-30T00:00:00,,
LKE361A,downtime,high,275.9 h sin movimiento en 30d | Cobertura 14d: 0.23,2025-07-30T00:00:00,,
LMG569A,downtime,high,264.6 h sin movimiento en 30d | Cobertura 14d: 0.27,2025-07-30T00:00:00,,
LTY048A,downtime,high,273.7 h sin movimiento en 30d | Cobertura 14d: 0.25,2025-07-30T00:00:00,,
LWY580A,downtime,high,194.4 h sin movimiento en 30d | Cobertura 14d: 0.52,2025-07-30T00:00:00,,
LWY580A,downtime,high,343.6 h sin movimiento en 30d | Cobertura 14d: 0.28,2025-07-30T00:00:00,,
LWY580A,downtime,high,314.3 h sin movimiento en 30d | Cobertura 14d: 0.47,2025-07-30T00:00:00,,
MAW556B,downtime,high,252.3 h sin movimiento en 30d | Cobertura 14d: 0.32,2025-07-30T00:00:00,,
MAW556B,downtime,high,464.4 h sin movimiento en 30d | Cobertura 14d: 0.04,2025-07-30T00:00:00,,
MKM030B,downtime,high,137.1 h sin movimiento en 30d | Cobertura 14d: 0.32,2025-07-30T00:00:00,,
MKM030B,downtime,high,258.3 h sin movimiento en 30d | Cobertura 14d: 0.11,2025-07-30T00:00:00,,
MMZ579A,downtime,high,283.8 h sin movimiento en 30d | Cobertura 14d: 0.19,2025-07-30T00:00:00,,
MTE9565,downtime,high,279.9 h sin movimiento en 30d | Cobertura 14d: 0.27,2025-07-30T00:00:00,,
MZV5006,downtime,high,282.1 h sin movimiento en 30d | Cobertura 14d: 0.24,2025-07-30T00:00:00,,
NEE554A,downtime,high,283.5 h sin movimiento en 30d | Cobertura 14d: 0.21,2025-07-30T00:00:00,,
NLK6258,downtime,high,277.3 h sin movimiento en 30d | Cobertura 14d: 0.24,2025-07-30T00:00:00,,
NLK6258,downtime,high,431.6 h sin movimiento en 30d | Cobertura 14d: 0.00,2025-07-30T00:00:00,,
NWR8317,downtime,high,265.9 h sin movimiento en 30d | Cobertura 14d: 0.25,2025-07-30T00:00:00,,
NXK3934,downtime,high,182.3 h sin movimiento en 30d | Cobertura 14d: 0.21,2025-07-30T00:00:00,,
NXK3934,downtime,high,345.5 h sin movimiento en 30d | Cobertura 14d: 0.00,2025-07-30T00:00:00,,
NXK3934,downtime,high,254.8 h sin movimiento en 30d | Cobertura 14d: 0.13,2025-07-30T00:00:00,,
NXK6292,downtime,high,261.5 h sin movimiento en 30d | Cobertura 14d: 0.31,2025-07-30T00:00:00,,
NYB2200,downtime,high,270.0 h sin movimiento en 30d | Cobertura 14d: 0.26,2025-07-30T00:00:00,,
NYX9511,downtime,high,263.4 h sin movimiento en 30d | Cobertura 14d: 0.22,2025-07-30T00:00:00,,
NZT6199,downtime,high,286.2 h sin movimiento en 30d | Cobertura 14d: 0.22,2025-07-30T00:00:00,,
NZT6199,downtime,high,418.8 h sin movimiento en 30d | Cobertura 14d: 0.00,2025-07-30T00:00:00,,
PAA8087,downtime,high,221.2 h sin movimiento en 30d | Cobertura 14d: 0.82,2025-07-30T00:00:00,,
PAE1032,downtime,high,269.2 h sin movimiento en 30d | Cobertura 14d: 0.24,2025-07-30T00:00:00,,
PAE1032,downtime,high,440.1 h sin movimiento en 30d | Cobertura 14d: 0.08,2025-07-30T00:00:00,,
PAY7657,downtime,high,281.6 h sin movimiento en 30d | Cobertura 14d: 0.23,2025-07-30T00:00:00,,
PBT3215,downtime,high,283.0 h sin movimiento en 30d | Cobertura 14d: 0.24,2025-07-30T00:00:00,,
PBW4091,downtime,high,259.4 h sin movimiento en 30d | Cobertura 14d: 0.30,2025-07-30T00:00:00,,
PBW4091,downtime,high,343.3 h sin movimiento en 30d | Cobertura 14d: 0.18,2025-07-30T00:00:00,,
PCA9362,downtime,high,266.5 h sin movimiento en 30d | Cobertura 14d: 0.23,2025-07-30T00:00:00,,
PCA9362,downtime,high,431.6 h sin movimiento en 30d | Cobertura 14d: 0.06,2025-07-30T00:00:00,,
PCE9619,downtime,high,248.7 h sin movimiento en 30d | Cobertura 14d: 0.29,2025-07-30T00:00:00,,
PDR4456,downtime,high,258.1 h sin movimiento en 30d | Cobertura 14d: 0.28,2025-07-30T00:00:00,,
PDR4456,downtime,high,413.9 h sin movimiento en 30d | Cobertura 14d: 0.12,2025-07-30T00:00:00,,
PEH5762,downtime,high,263.4 h sin movimiento en 30d | Cobertura 14d: 0.25,2025-07-30T00:00:00,,
PEH5762,downtime,high,369.3 h sin movimiento en 30d | Cobertura 14d: 0.17,2025-07-30T00:00:00,,
PEH9697,downtime,high,284.5 h sin movimiento en 30d | Cobertura 14d: 0.18,2025-07-30T00:00:00,,
PEH9697,downtime,high,409.8 h sin movimiento en 30d | Cobertura 14d: 0.02,2025-07-30T00:00:00,,
PEZ8103,downtime,high,271.9 h sin movimiento en 30d | Cobertura 14d: 0.22,2025-07-30T00:00:00,,
R75ASY,downtime,high,173.6 h sin movimiento en 30d | Cobertura 14d: 0.25,2025-07-30T00:00:00,,
RAF432D,downtime,high,277.8 h sin movimiento en 30d | Cobertura 14d: 0.23,2025-07-30T00:00:00,,
S52BCX,downtime,high,281.4 h sin movimiento en 30d | Cobertura 14d: 0.21,2025-07-30T00:00:00,,
S52BCX,downtime,high,450.0 h sin movimiento en 30d | Cobertura 14d: 0.01,2025-07-30T00:00:00,,
W41APD,downtime,high,306.1 h sin movimiento en 30d | Cobertura 14d: 0.15,2025-07-30T00:00:00,,
060381K,downtime,high,155.6 h sin movimiento en 30d | Cobertura 14d: 0.61,2025-07-31T00:00:00,,
060845K,downtime,high,219.7 h sin movimiento en 30d | Cobertura 14d: 0.36,2025-07-31T00:00:00,,
060874K,downtime,high,138.8 h sin movimiento en 30d | Cobertura 14d: 0.44,2025-07-31T00:00:00,,
061288K,downtime,high,121.6 h sin movimiento en 30d | Cobertura 14d: 0.65,2025-07-31T00:00:00,,
1611MDF003,downtime,high,276.8 h sin movimiento en 30d | Cobertura 14d: 0.20,2025-07-31T00:00:00,,
329VBS,downtime,high,243.4 h sin movimiento en 30d | Cobertura 14d: 0.34,2025-07-31T00:00:00,,
329VBS,downtime,high,401.6 h sin movimiento en 30d | Cobertura 14d: 0.05,2025-07-31T00:00:00,,
329VBS,downtime,high,337.9 h sin movimiento en 30d | Cobertura 14d: 0.28,2025-07-31T00:00:00,,
404TL087,downtime,high,123.4 h sin movimiento en 30d | Cobertura 14d: 0.65,2025-07-31T00:00:00,,
475TL188,downtime,high,216.5 h sin movimiento en 30d | Cobertura 14d: 0.76,2025-07-31T00:00:00,,
705TL005M,downtime,high,129.2 h sin movimiento en 30d | Cobertura 14d: 0.50,2025-07-31T00:00:00,,
705TL005M,downtime,high,267.0 h sin movimiento en 30d | Cobertura 14d: 0.27,2025-07-31T00:00:00,,
770529J,downtime,high,150.7 h sin movimiento en 30d | Cobertura 14d: 0.51,2025-07-31T00:00:00,,
838745J,downtime,high,173.5 h sin movimiento en 30d | Cobertura 14d: 0.57,2025-07-31T00:00:00,,
9026746,downtime,high,200.3 h sin movimiento en 30d | Cobertura 14d: 0.38,2025-07-31T00:00:00,,
9312JES,downtime,high,283.4 h sin movimiento en 30d | Cobertura 14d: 0.23,2025-07-31T00:00:00,,
A005JMD,downtime,high,255.4 h sin movimiento en 30d | Cobertura 14d: 0.27,2025-07-31T00:00:00,,
A00819A,downtime,high,226.3 h sin movimiento en 30d | Cobertura 14d: 0.38,2025-07-31T00:00:00,,
A00819A,downtime,high,317.4 h sin movimiento en 30d | Cobertura 14d: 0.33,2025-07-31T00:00:00,,
A01860A,downtime,high,139.1 h sin movimiento en 30d | Cobertura 14d: 0.57,2025-07-31T00:00:00,,
A01929A,downtime,high,210.3 h sin movimiento en 30d | Cobertura 14d: 0.44,2025-07-31T00:00:00,,
A02013A,downtime,high,193.2 h sin movimiento en 30d | Cobertura 14d: 0.58,2025-07-31T00:00:00,,
A02076A,downtime,high,164.5 h sin movimiento en 30d | Cobertura 14d: 0.50,2025-07-31T00:00:00,,
A02294A,downtime,high,174.1 h sin movimiento en 30d | Cobertura 14d: 0.55,2025-07-31T00:00:00,,
A02414A,downtime,high,160.1 h sin movimiento en 30d | Cobertura 14d: 0.57,2025-07-31T00:00:00,,
A02415A,downtime,high,155.0 h sin movimiento en 30d | Cobertura 14d: 0.55,2025-07-31T00:00:00,,
A02425A,downtime,high,145.0 h sin movimiento en 30d | Cobertura 14d: 0.65,2025-07-31T00:00:00,,
A02465A,downtime,high,196.5 h sin movimiento en 30d | Cobertura 14d: 0.46,2025-07-31T00:00:00,,
A02902A,downtime,high,141.0 h sin movimiento en 30d | Cobertura 14d: 0.58,2025-07-31T00:00:00,,
A02925A,downtime,high,172.3 h sin movimiento en 30d | Cobertura 14d: 0.52,2025-07-31T00:00:00,,
A02939A,downtime,high,150.3 h sin movimiento en 30d | Cobertura 14d: 0.57,2025-07-31T00:00:00,,
A02939A,downtime,high,294.3 h sin movimiento en 30d | Cobertura 14d: 0.39,2025-07-31T00:00:00,,
A02939A,downtime,high,214.2 h sin movimiento en 30d | Cobertura 14d: 0.46,2025-07-31T00:00:00,,
A03898A,downtime,high,254.0 h sin movimiento en 30d | Cobertura 14d: 0.28,2025-07-31T00:00:00,,
A03952A,downtime,high,140.8 h sin movimiento en 30d | Cobertura 14d: 0.63,2025-07-31T00:00:00,,
A03952A,downtime,high,233.1 h sin movimiento en 30d | Cobertura 14d: 0.50,2025-07-31T00:00:00,,
A03961A,downtime,high,152.0 h sin movimiento en 30d | Cobertura 14d: 0.53,2025-07-31T00:00:00,,
A03962A,downtime,high,173.1 h sin movimiento en 30d | Cobertura 14d: 0.51,2025-07-31T00:00:00,,
A03966A,downtime,high,167.7 h sin movimiento en 30d | Cobertura 14d: 0.57,2025-07-31T00:00:00,,
A03970A,downtime,high,181.5 h sin movimiento en 30d | Cobertura 14d: 0.47,2025-07-31T00:00:00,,
A03970A,downtime,high,331.1 h sin movimiento en 30d | Cobertura 14d: 0.23,2025-07-31T00:00:00,,
A03972A,downtime,high,195.6 h sin movimiento en 30d | Cobertura 14d: 0.42,2025-07-31T00:00:00,,
A03974A,downtime,high,152.1 h sin movimiento en 30d | Cobertura 14d: 0.55,2025-07-31T00:00:00,,
A03978A,downtime,high,205.7 h sin movimiento en 30d | Cobertura 14d: 0.65,2025-07-31T00:00:00,,
A03985A,downtime,high,122.6 h sin movimiento en 30d | Cobertura 14d: 0.68,2025-07-31T00:00:00,,
A03987A,downtime,high,195.5 h sin movimiento en 30d | Cobertura 14d: 0.41,2025-07-31T00:00:00,,
A03989A,downtime,high,174.3 h sin movimiento en 30d | Cobertura 14d: 0.52,2025-07-31T00:00:00,,
A03990A,downtime,high,222.0 h sin movimiento en 30d | Cobertura 14d: 0.40,2025-07-31T00:00:00,,
A03991A,downtime,high,183.6 h sin movimiento en 30d | Cobertura 14d: 0.46,2025-07-31T00:00:00,,
A03993A,downtime,high,194.0 h sin movimiento en 30d | Cobertura 14d: 0.45,2025-07-31T00:00:00,,
A04128A,downtime,high,203.8 h sin movimiento en 30d | Cobertura 14d: 0.40,2025-07-31T00:00:00,,
A04205A,downtime,high,178.7 h sin movimiento en 30d | Cobertura 14d: 0.55,2025-07-31T00:00:00,,
A04205A,downtime,high,288.7 h sin movimiento en 30d | Cobertura 14d: 0.44,2025-07-31T00:00:00,,
A04213A,downtime,high,134.7 h sin movimiento en 30d | Cobertura 14d: 0.64,2025-07-31T00:00:00,,
A04213A,downtime,high,263.7 h sin movimiento en 30d | Cobertura 14d: 0.43,2025-07-31T00:00:00,,
A04229A,downtime,high,160.2 h sin movimiento en 30d | Cobertura 14d: 0.55,2025-07-31T00:00:00,,
A04230A,downtime,high,160.4 h sin movimiento en 30d | Cobertura 14d: 0.50,2025-07-31T00:00:00,,
A04231A,downtime,high,247.3 h sin movimiento en 30d | Cobertura 14d: 0.40,2025-07-31T00:00:00,,
A04231A,downtime,high,202.3 h sin movimiento en 30d | Cobertura 14d: 0.60,2025-07-31T00:00:00,,
A04233A,downtime,high,152.1 h sin movimiento en 30d | Cobertura 14d: 0.42,2025-07-31T00:00:00,,
A04243A,downtime,high,205.0 h sin movimiento en 30d | Cobertura 14d: 0.44,2025-07-31T00:00:00,,
A04247A,downtime,high,155.6 h sin movimiento en 30d | Cobertura 14d: 0.55,2025-07-31T00:00:00,,
A04248A,downtime,high,189.0 h sin movimiento en 30d | Cobertura 14d: 0.44,2025-07-31T00:00:00,,
A04249A,downtime,high,201.0 h sin movimiento en 30d | Cobertura 14d: 0.37,2025-07-31T00:00:00,,
A04250A,downtime,high,211.7 h sin movimiento en 30d | Cobertura 14d: 0.41,2025-07-31T00:00:00,,
A04250A,downtime,high,415.4 h sin movimiento en 30d | Cobertura 14d: 0.21,2025-07-31T00:00:00,,
A04344A,downtime,high,162.4 h sin movimiento en 30d | Cobertura 14d: 0.60,2025-07-31T00:00:00,,
A04351A,downtime,high,148.3 h sin movimiento en 30d | Cobertura 14d: 0.51,2025-07-31T00:00:00,,
A04353A,downtime,high,185.2 h sin movimiento en 30d | Cobertura 14d: 0.46,2025-07-31T00:00:00,,
A04353A,downtime,high,375.3 h sin movimiento en 30d | Cobertura 14d: 0.27,2025-07-31T00:00:00,,
A04363A,downtime,high,164.8 h sin movimiento en 30d | Cobertura 14d: 0.54,2025-07-31T00:00:00,,
A04363A,downtime,high,330.1 h sin movimiento en 30d | Cobertura 14d: 0.30,2025-07-31T00:00:00,,
A04428A,downtime,high,179.2 h sin movimiento en 30d | Cobertura 14d: 0.53,2025-07-31T00:00:00,,
A04440A,downtime,high,229.8 h sin movimiento en 30d | Cobertura 14d: 0.40,2025-07-31T00:00:00,,
A04501A,downtime,high,136.2 h sin movimiento en 30d | Cobertura 14d: 0.64,2025-07-31T00:00:00,,
A04502A,downtime,high,211.1 h sin movimiento en 30d | Cobertura 14d: 0.39,2025-07-31T00:00:00,,
A04502A,downtime,high,397.8 h sin movimiento en 30d | Cobertura 14d: 0.20,2025-07-31T00:00:00,,
A04504A,downtime,high,180.4 h sin movimiento en 30d | Cobertura 14d: 0.57,2025-07-31T00:00:00,,
A04509A,downtime,high,136.2 h sin movimiento en 30d | Cobertura 14d: 0.63,2025-07-31T00:00:00,,
A04512A,downtime,high,167.9 h sin movimiento en 30d | Cobertura 14d: 0.50,2025-07-31T00:00:00,,
A04516A,downtime,high,202.3 h sin movimiento en 30d | Cobertura 14d: 0.51,2025-07-31T00:00:00,,
A04516A,downtime,high,266.6 h sin movimiento en 30d | Cobertura 14d: 0.38,2025-07-31T00:00:00,,
A04521A,downtime,high,163.2 h sin movimiento en 30d | Cobertura 14d: 0.55,2025-07-31T00:00:00,,
A04521A,downtime,high,240.0 h sin movimiento en 30d | Cobertura 14d: 0.47,2025-07-31T00:00:00,,
A04523A,downtime,high,262.7 h sin movimiento en 30d | Cobertura 14d: 0.43,2025-07-31T00:00:00,,
A04525A,downtime,high,156.9 h sin movimiento en 30d | Cobertura 14d: 0.54,2025-07-31T00:00:00,,
A04525A,downtime,high,208.2 h sin movimiento en 30d | Cobertura 14d: 0.42,2025-07-31T00:00:00,,
A04527A,downtime,high,205.3 h sin movimiento en 30d | Cobertura 14d: 0.42,2025-07-31T00:00:00,,
A04533A,downtime,high,191.3 h sin movimiento en 30d | Cobertura 14d: 0.48,2025-07-31T00:00:00,,
A04538A,downtime,high,207.4 h sin movimiento en 30d | Cobertura 14d: 0.43,2025-07-31T00:00:00,,
A04549A,downtime,high,206.4 h sin movimiento en 30d | Cobertura 14d: 0.42,2025-07-31T00:00:00,,
A04549A,downtime,high,299.4 h sin movimiento en 30d | Cobertura 14d: 0.34,2025-07-31T00:00:00,,
A04552A,downtime,high,202.6 h sin movimiento en 30d | Cobertura 14d: 0.45,2025-07-31T00:00:00,,
A04554A,downtime,high,154.2 h sin movimiento en 30d | Cobertura 14d: 0.53,2025-07-31T00:00:00,,
A04559A,downtime,high,175.8 h sin movimiento en 30d | Cobertura 14d: 0.48,2025-07-31T00:00:00,,
A04565A,downtime,high,168.6 h sin movimiento en 30d | Cobertura 14d: 0.49,2025-07-31T00:00:00,,
A04566A,downtime,high,149.0 h sin movimiento en 30d | Cobertura 14d: 0.53,2025-07-31T00:00:00,,
A04568A,downtime,high,165.6 h sin movimiento en 30d | Cobertura 14d: 0.53,2025-07-31T00:00:00,,
A04573A,downtime,high,169.1 h sin movimiento en 30d | Cobertura 14d: 0.48,2025-07-31T00:00:00,,
A04584A,downtime,high,123.5 h sin movimiento en 30d | Cobertura 14d: 0.64,2025-07-31T00:00:00,,
A04591A,downtime,high,194.7 h sin movimiento en 30d | Cobertura 14d: 0.43,2025-07-31T00:00:00,,
A04592A,downtime,high,169.9 h sin movimiento en 30d | Cobertura 14d: 0.49,2025-07-31T00:00:00,,
A04596A,downtime,high,144.7 h sin movimiento en 30d | Cobertura 14d: 0.60,2025-07-31T00:00:00,,
A04596A,downtime,high,272.2 h sin movimiento en 30d | Cobertura 14d: 0.32,2025-07-31T00:00:00,,
